Bowler,Cluster,DPPI_Bowl
CA Soper,1,-0.10879644243983144
Wahab Riaz,1,-0.11471440281279219
IO Okpe,1,-0.11541440975668335
OD Hald,1,-0.11640773033430904
Azmatullah Omarzai,1,-0.1164207436178971
L Denny,1,-0.11657517308738538
A Dananjaya,1,-0.11663205557179979
D Madushanka,1,-0.11663948127654997
JDP Oram,1,-0.11811993264216647
RAS Lakmal,1,-0.12239805275882258
LE Plunkett,1,-0.12273634379501155
Z Groenewald,1,-0.12298237275392251
N Madziva,1,-0.12352306214164792
JA Fitzgerald,1,-0.1237667990348673
Muhammad Wafiq,1,-0.1294234947848286
NL McCullum,1,-0.12981672262070995
DV Varghese,1,-0.1298303725326879
PK Matautaava,1,-0.1304976748147709
Mashrafe Mortaza,1,-0.1377718731186135
WP Masakadza,1,-0.13782652538462392
Ahsan Khan,1,-0.1406288491666951
Usman Shinwari,1,-0.14064249759067157
JRMVB Sanjaya,1,-0.141522559257857
TS Mills,1,-0.14180684597006601
I Sharma,1,-0.1427580302916713
Nadeem Ahmed,1,-0.14417455627509462
Arafat Sunny,1,-0.14443206545701853
MJ Ansell,1,-0.1471657110796212
Mohammed Shami,1,-0.15088563663434762
A Turkmen,1,-0.15139033999723514
MWR Stokes,1,-0.15212048308986065
Shahnawaz Dhani,1,-0.15290724772180764
DK Anefie,1,-0.15481563104200619
Qadeer Ahmed,1,-0.1563291498869642
Sahir Naqash,1,-0.15813880032698374
BJ McCarthy,1,-0.16080376953857908
M Koli,1,-0.16270970429280127
H Osinde,1,-0.16321565282288736
Sohag Gazi,1,-0.16377944801510685
E Schiferli,1,-0.16553250036604336
KAJ Roach,1,-0.1655382657208292
Rizwan Haider,1,-0.16721398290342449
SR Rocket,1,-0.16828494750592998
RN ten Doeschate,1,-0.1707196303002791
JW Hastings,1,-0.17194017864919303
A Zampa,1,-0.17245928974299257
Noman Amjad,1,-0.17262013017864808
K Sinclair,1,-0.17430451008936876
SA Ahmad,1,-0.17703486797597967
DE Bollinger,1,-0.1770881876777854
BM Scholtz,1,-0.17723657535634574
Aayan Afzal Khan,1,-0.17980253938645502
FH Edwards,1,-0.18065254085910637
Ibrahim Hassan,1,-0.18551310593521003
Mohammed Awais,1,-0.1862445745416666
U Aryaman Sunil,1,-0.1882749275213978
Atif Kamal,1,-0.18894907696323676
V Mitari,1,-0.19057851891140115
CBRLS Kumara,1,-0.19086869828131375
CB Sole,1,-0.19090458888630196
Yasir Arafat,1,-0.19156478379507508
AL Phehlukwayo,1,-0.19438273498342512
LV van Beek,1,-0.1963728660038901
Sarfaraj Patel,1,-0.19681313253055238
AV Lalcheta,1,-0.19994329376202963
UT Yadav,1,-0.20308121061349957
SR Taylor,1,-0.2036409135102048
RM Hira,1,-0.20416166024280874
BTJ Wheal,1,-0.2050901205063555
K Nestor,1,-0.2058550004021497
MJ Henry,1,-0.20586975852884343
Raaz Mohammad,1,-0.20634170428509208
Kashif Daud,1,-0.2064217230505998
KB Ahir,1,-0.20707665035248551
E Packard,1,-0.20773826937255918
BG Lister,1,-0.20786982935458492
Ibrahim Hassan,1,-0.20846643267922843
Vinay Ravi,1,-0.2089704556000076
DM de Silva,1,-0.20933135329097335
BA Pai,1,-0.20984973771554932
A Rangaswamy,1,-0.209858958104937
K Hinds,1,-0.21026155837657873
CJ Langford,1,-0.2103632086299601
Izatullah Dawlatzai,1,-0.21093747747792718
TD Chaoana,1,-0.21481625849030833
JOA Gordon,1,-0.21603090989011373
